candidate,active_source,expected_basis,project,params_json,field_csv,ff_csv,name,rationale,b_radiator,substrate_h_mm,pifa_length_mm,pifa_width_mm,pifa_short_wall_width_mm,pifa_side_fence_length_mm,pifa_feed_from_short_mm,pifa_pair_offset_mm,monopole_cap_radius_mm,loop_side_mm,loop_trace_width_mm,loop_gap_mm,loop_air_gap_mm,ground_radius_mm,board_diameter_mm,total_height_limit_mm,feed_pad_radius_mm,port_width_mm,epsr,tan_delta,s_csv,s11_expr,s11_worst_freq_ghz,s11_worst_db,s11_pass,best_window_start_phi_deg,best_window_stop_phi_deg,best_sample_count,best_gain_total_min_dbi,best_gain_total_min_theta_deg,best_gain_total_min_phi_deg,best_xpd_min_db,best_xpd_p5_db,best_xpd_median_db,source_pass,candidate_index
cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1A,H,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_cross_pifa_h3p5_l8p8_w8p0_feed8p40_P1A.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_cross_pifa_h3p5_l8p8_w8p0_feed8p40_P1A_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\cross_pifa_h3p5_l8p8_w8p0_feed8p40_P1A_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\cross_pifa_h3p5_l8p8_w8p0_feed8p40_P1A_native_farfield_default.csv,cross_pifa_h3p5_l8p8_w8p0_feed8p40,使用更大的中心电容帽与更高环间距，测试V通道匹配和H通道去耦的折中点。,cross_pifa,3.5,8.8,8.0,4.0,6.0,8.4,0.0,5.0,10.0,0.25,0.3,2.0,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\cross_pifa_h3p5_l8p8_w8p0_feed8p40_P1A_native_s_parameters.csv,"dB(S(P1A,P1A)) []",8.0,-0.00393625983464439,False,25.0,295.0,550,-19.6353818940865,90.0,240.0,-12.66029216877834,-9.249696178689774,-0.682850713510748,False,6
cross_pifa_h3p5_l8p8_w8p0_feed8p40,P1B,V,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_cross_pifa_h3p5_l8p8_w8p0_feed8p40_P1B.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_cross_pifa_h3p5_l8p8_w8p0_feed8p40_P1B_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\cross_pifa_h3p5_l8p8_w8p0_feed8p40_P1B_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\cross_pifa_h3p5_l8p8_w8p0_feed8p40_P1B_native_farfield_default.csv,cross_pifa_h3p5_l8p8_w8p0_feed8p40,使用更大的中心电容帽与更高环间距，测试V通道匹配和H通道去耦的折中点。,cross_pifa,3.5,8.8,8.0,4.0,6.0,8.4,0.0,5.0,10.0,0.25,0.3,2.0,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\cross_pifa_h3p5_l8p8_w8p0_feed8p40_P1B_native_s_parameters.csv,"dB(S(P1B,P1B)) []",8.0,-0.00408991054788081,False,130.0,40.0,550,-11.5268587063089,85.0,190.0,-22.417550825038223,-7.364448795258398,3.8079956977116725,False,6
cross_pifa_h4p0_l8p8_w8p0_feed8p40,P1A,H,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_cross_pifa_h4p0_l8p8_w8p0_feed8p40_P1A.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_cross_pifa_h4p0_l8p8_w8p0_feed8p40_P1A_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\cross_pifa_h4p0_l8p8_w8p0_feed8p40_P1A_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\cross_pifa_h4p0_l8p8_w8p0_feed8p40_P1A_native_farfield_default.csv,cross_pifa_h4p0_l8p8_w8p0_feed8p40,Slightly taller co-located orthogonal PIFA pair to trade S11 margin for stronger low-elevation current.,cross_pifa,4.0,8.8,8.0,4.0,6.0,8.4,0.0,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\cross_pifa_h4p0_l8p8_w8p0_feed8p40_P1A_native_s_parameters.csv,"dB(S(P1A,P1A)) []",8.0,-0.00686735888755216,False,290.0,200.0,550,-10.4917707311402,55.0,115.0,-17.945303814136363,-6.078537937773751,1.04073211504776,False,7
cross_pifa_h4p0_l8p8_w8p0_feed8p40,P1B,V,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_cross_pifa_h4p0_l8p8_w8p0_feed8p40_P1B.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_cross_pifa_h4p0_l8p8_w8p0_feed8p40_P1B_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\cross_pifa_h4p0_l8p8_w8p0_feed8p40_P1B_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\cross_pifa_h4p0_l8p8_w8p0_feed8p40_P1B_native_farfield_default.csv,cross_pifa_h4p0_l8p8_w8p0_feed8p40,Slightly taller co-located orthogonal PIFA pair to trade S11 margin for stronger low-elevation current.,cross_pifa,4.0,8.8,8.0,4.0,6.0,8.4,0.0,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\cross_pifa_h4p0_l8p8_w8p0_feed8p40_P1B_native_s_parameters.csv,"dB(S(P1B,P1B)) []",8.0,-0.00677262436176687,False,130.0,40.0,550,-9.38640850662302,85.0,195.0,-32.92897298936333,-7.904890400593549,4.330687430810237,False,7
cross_pifa_h3p5_l9p2_w8p4_feed8p80,P1A,H,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_cross_pifa_h3p5_l9p2_w8p4_feed8p80_P1A.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_cross_pifa_h3p5_l9p2_w8p4_feed8p80_P1A_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\cross_pifa_h3p5_l9p2_w8p4_feed8p80_P1A_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\cross_pifa_h3p5_l9p2_w8p4_feed8p80_P1A_native_farfield_default.csv,cross_pifa_h3p5_l9p2_w8p4_feed8p80,Longer and slightly wider orthogonal PIFA pair to recover match after the second orthogonal cavity is added.,cross_pifa,3.5,9.2,8.4,4.0,6.0,8.8,0.0,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\cross_pifa_h3p5_l9p2_w8p4_feed8p80_P1A_native_s_parameters.csv,"dB(S(P1A,P1A)) []",8.0,-0.00439955917037705,False,30.0,300.0,550,-18.5406415036226,90.0,240.0,-13.667640914299092,-10.988771533586998,-3.8534156773397377,False,8
cross_pifa_h3p5_l9p2_w8p4_feed8p80,P1B,V,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_cross_pifa_h3p5_l9p2_w8p4_feed8p80_P1B.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_cross_pifa_h3p5_l9p2_w8p4_feed8p80_P1B_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\cross_pifa_h3p5_l9p2_w8p4_feed8p80_P1B_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\cross_pifa_h3p5_l9p2_w8p4_feed8p80_P1B_native_farfield_default.csv,cross_pifa_h3p5_l9p2_w8p4_feed8p80,Longer and slightly wider orthogonal PIFA pair to recover match after the second orthogonal cavity is added.,cross_pifa,3.5,9.2,8.4,4.0,6.0,8.8,0.0,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\cross_pifa_h3p5_l9p2_w8p4_feed8p80_P1B_native_s_parameters.csv,"dB(S(P1B,P1B)) []",8.0,-0.00443862052944749,False,125.0,35.0,550,-11.4963460442725,90.0,185.0,-21.6649941161158,-4.73888550265807,5.664725494915123,False,8
offset_pifa_h3p5_l8p8_sep9p0_feed8p40,P1A,H,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h3p5_l8p8_sep9p0_feed8p40_P1A.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h3p5_l8p8_sep9p0_feed8p40_P1A_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep9p0_feed8p40_P1A_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep9p0_feed8p40_P1A_native_farfield_default.csv,offset_pifa_h3p5_l8p8_sep9p0_feed8p40,Two independent orthogonal PIFAs separated inside the cell to avoid overlapping copper while keeping a calibratable local phase-center offset.,offset_cross_pifa,3.5,8.8,8.0,4.0,6.0,8.4,4.5,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep9p0_feed8p40_P1A_native_s_parameters.csv,"dB(S(P1A,P1A)) []",8.0,-12.8224132444273,True,145.0,55.0,550,-16.0496393543371,45.0,220.0,-10.663489231862307,-7.359799572452266,-1.3837773289854358,False,9
offset_pifa_h3p5_l8p8_sep9p0_feed8p40,P1B,V,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h3p5_l8p8_sep9p0_feed8p40_P1B.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h3p5_l8p8_sep9p0_feed8p40_P1B_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep9p0_feed8p40_P1B_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep9p0_feed8p40_P1B_native_farfield_default.csv,offset_pifa_h3p5_l8p8_sep9p0_feed8p40,Two independent orthogonal PIFAs separated inside the cell to avoid overlapping copper while keeping a calibratable local phase-center offset.,offset_cross_pifa,3.5,8.8,8.0,4.0,6.0,8.4,4.5,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep9p0_feed8p40_P1B_native_s_parameters.csv,"dB(S(P1B,P1B)) []",8.0,-15.6448662461429,True,35.0,305.0,550,-13.1638043299179,75.0,120.0,-24.06764647924572,-4.049525991784055,5.78003864711949,False,9
offset_pifa_h3p5_l8p8_sep10p0_feed8p40,P1A,H,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h3p5_l8p8_sep10p0_feed8p40_P1A.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h3p5_l8p8_sep10p0_feed8p40_P1A_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep10p0_feed8p40_P1A_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep10p0_feed8p40_P1A_native_farfield_default.csv,offset_pifa_h3p5_l8p8_sep10p0_feed8p40,Increase A/B PIFA separation to reduce mutual loading and recover the single-port S11 behavior.,offset_cross_pifa,3.5,8.8,8.0,4.0,6.0,8.4,5.0,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep10p0_feed8p40_P1A_native_s_parameters.csv,"dB(S(P1A,P1A)) []",8.0,-16.9364698106797,True,140.0,50.0,550,-11.1704514359953,55.0,220.0,-16.502122768304343,-12.181315122864952,-3.0417010147483086,False,10
offset_pifa_h3p5_l8p8_sep10p0_feed8p40,P1B,V,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h3p5_l8p8_sep10p0_feed8p40_P1B.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h3p5_l8p8_sep10p0_feed8p40_P1B_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep10p0_feed8p40_P1B_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep10p0_feed8p40_P1B_native_farfield_default.csv,offset_pifa_h3p5_l8p8_sep10p0_feed8p40,Increase A/B PIFA separation to reduce mutual loading and recover the single-port S11 behavior.,offset_cross_pifa,3.5,8.8,8.0,4.0,6.0,8.4,5.0,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep10p0_feed8p40_P1B_native_s_parameters.csv,"dB(S(P1B,P1B)) []",8.0,-13.1122171335726,True,15.0,285.0,550,-10.0858106218356,90.0,115.0,-22.25146412351052,-4.939848688866339,7.518760042421939,False,10
offset_pifa_h4p0_l8p8_sep10p0_feed8p40,P1A,H,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h4p0_l8p8_sep10p0_feed8p40_P1A.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h4p0_l8p8_sep10p0_feed8p40_P1A_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h4p0_l8p8_sep10p0_feed8p40_P1A_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h4p0_l8p8_sep10p0_feed8p40_P1A_native_farfield_default.csv,offset_pifa_h4p0_l8p8_sep10p0_feed8p40,Use the separated pair with a 4.0 mm substrate height to check the gain/S11 trade.,offset_cross_pifa,4.0,8.8,8.0,4.0,6.0,8.4,5.0,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h4p0_l8p8_sep10p0_feed8p40_P1A_native_s_parameters.csv,"dB(S(P1A,P1A)) []",8.0,-4.28153203367892,False,320.0,230.0,550,-9.96378328167481,80.0,230.0,-33.54129889862218,-16.22597754900094,-5.289601262638768,False,11
offset_pifa_h4p0_l8p8_sep10p0_feed8p40,P1B,V,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h4p0_l8p8_sep10p0_feed8p40_P1B.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h4p0_l8p8_sep10p0_feed8p40_P1B_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h4p0_l8p8_sep10p0_feed8p40_P1B_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h4p0_l8p8_sep10p0_feed8p40_P1B_native_farfield_default.csv,offset_pifa_h4p0_l8p8_sep10p0_feed8p40,Use the separated pair with a 4.0 mm substrate height to check the gain/S11 trade.,offset_cross_pifa,4.0,8.8,8.0,4.0,6.0,8.4,5.0,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h4p0_l8p8_sep10p0_feed8p40_P1B_native_s_parameters.csv,"dB(S(P1B,P1B)) []",8.0,-5.14177214714686,False,15.0,285.0,550,-8.9898506423332,90.0,250.0,-18.634167177559885,-3.988250448146426,11.048701217637696,False,11
offset_pifa_h3p5_l8p8_sep12p0_feed8p40,P1A,H,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h3p5_l8p8_sep12p0_feed8p40_P1A.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h3p5_l8p8_sep12p0_feed8p40_P1A_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep12p0_feed8p40_P1A_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep12p0_feed8p40_P1A_native_farfield_default.csv,offset_pifa_h3p5_l8p8_sep12p0_feed8p40,Further separate the two PIFAs to reduce mutual loading while preserving the h=3.5 mm S11 margin.,offset_cross_pifa,3.5,8.8,8.0,4.0,6.0,8.4,6.0,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep12p0_feed8p40_P1A_native_s_parameters.csv,"dB(S(P1A,P1A)) []",8.0,-9.25897035860471,False,310.0,220.0,550,-8.16686284038545,65.0,220.0,-34.15242484232183,-21.01074982425996,-6.2030872442754825,False,12
offset_pifa_h3p5_l8p8_sep12p0_feed8p40,P1B,V,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h3p5_l8p8_sep12p0_feed8p40_P1B.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h3p5_l8p8_sep12p0_feed8p40_P1B_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep12p0_feed8p40_P1B_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep12p0_feed8p40_P1B_native_farfield_default.csv,offset_pifa_h3p5_l8p8_sep12p0_feed8p40,Further separate the two PIFAs to reduce mutual loading while preserving the h=3.5 mm S11 margin.,offset_cross_pifa,3.5,8.8,8.0,4.0,6.0,8.4,6.0,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep12p0_feed8p40_P1B_native_s_parameters.csv,"dB(S(P1B,P1B)) []",8.0,-9.54135453554935,False,10.0,280.0,550,-10.5899762056496,90.0,250.0,-21.06936579807961,-6.6999777582959315,9.758285734376809,False,12
offset_pifa_h4p0_l8p8_sep12p0_feed8p40,P1A,H,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h4p0_l8p8_sep12p0_feed8p40_P1A.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h4p0_l8p8_sep12p0_feed8p40_P1A_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h4p0_l8p8_sep12p0_feed8p40_P1A_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h4p0_l8p8_sep12p0_feed8p40_P1A_native_farfield_default.csv,offset_pifa_h4p0_l8p8_sep12p0_feed8p40,Use the larger separation with h=4.0 mm to recover low-elevation gain and then inspect the S11 penalty.,offset_cross_pifa,4.0,8.8,8.0,4.0,6.0,8.4,6.0,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h4p0_l8p8_sep12p0_feed8p40_P1A_native_s_parameters.csv,"dB(S(P1A,P1A)) []",8.0,-4.27616619861359,False,105.0,15.0,550,-14.3768452380617,90.0,240.0,-28.496183838151012,-15.463057911678996,-6.843187687324068,False,13
offset_pifa_h4p0_l8p8_sep12p0_feed8p40,P1B,V,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h4p0_l8p8_sep12p0_feed8p40_P1B.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h4p0_l8p8_sep12p0_feed8p40_P1B_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h4p0_l8p8_sep12p0_feed8p40_P1B_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h4p0_l8p8_sep12p0_feed8p40_P1B_native_farfield_default.csv,offset_pifa_h4p0_l8p8_sep12p0_feed8p40,Use the larger separation with h=4.0 mm to recover low-elevation gain and then inspect the S11 penalty.,offset_cross_pifa,4.0,8.8,8.0,4.0,6.0,8.4,6.0,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h4p0_l8p8_sep12p0_feed8p40_P1B_native_s_parameters.csv,"dB(S(P1B,P1B)) []",8.0,-4.83556272125451,False,15.0,285.0,550,-8.41809466598942,65.0,260.0,-21.20557457032676,-5.329520932649336,8.72782252938771,False,13
