freq_ghz,phi_deg,linear_pol_deg,channel_set,baseline,valid_percent,pdoa_span_deg,pdoa_start_deg,pdoa_end_deg,mean_abs_slope_deg_per_deg,slope_std_deg_per_deg,monotonic_segment_percent,min_pair_mag_rel_db,rms_bias_vs_pol0_deg,mean_abs_bias_vs_pol0_deg,max_abs_bias_vs_pol0_deg
7.738000,45.000000,135.000000,A_feed_only,E2-E3,98.630137,328.544516,102.519333,102.519333,2.556087,4.167459,54.929577,-38.731608,57.115430,44.423305,154.258678
7.738000,45.000000,0.000000,A_feed_only,E3-E4,100.000000,84.579009,8.397667,8.397667,0.663426,2.393797,59.722222,-32.223304,0.000000,0.000000,0.000000
7.738000,45.000000,45.000000,A_feed_only,E3-E4,90.410959,344.358456,102.315509,102.315509,2.356376,3.556860,81.538462,-46.778777,70.973068,59.272915,166.602911
7.738000,45.000000,90.000000,A_feed_only,E3-E4,100.000000,361.236024,168.864589,528.864589,1.096368,2.941587,84.722222,-32.805949,156.922815,154.631905,178.289322
7.738000,45.000000,135.000000,A_feed_only,E3-E4,98.630137,383.851079,65.846705,65.846705,2.298229,3.874597,70.422535,-38.731608,64.371824,55.123920,176.486367
7.738000,45.000000,0.000000,A_feed_only,E4-E1,100.000000,720.000000,171.424248,-548.575752,2.754679,5.391593,77.777778,-33.258142,0.000000,0.000000,0.000000
7.738000,45.000000,45.000000,A_feed_only,E4-E1,93.150685,337.173990,80.790103,80.790103,2.459143,4.052667,53.731343,-46.408439,67.579443,53.188481,178.590264
7.738000,45.000000,90.000000,A_feed_only,E4-E1,100.000000,360.000000,12.645985,-347.354015,2.090298,2.772859,80.555556,-31.683371,129.160003,112.471642,178.980351
7.738000,45.000000,135.000000,A_feed_only,E4-E1,98.630137,323.853056,114.831393,114.831393,2.509262,4.065443,50.704225,-37.256771,55.619188,43.219510,166.845875
7.738000,60.000000,0.000000,A_feed_only,E1-E3,100.000000,443.501836,-179.209457,-179.209457,2.470559,5.695501,66.666667,-23.978577,0.000000,0.000000,0.000000
7.738000,60.000000,45.000000,A_feed_only,E1-E3,100.000000,588.607686,176.613085,-183.386915,3.122385,5.074272,61.111111,-29.386807,71.148109,50.776588,178.145425
7.738000,60.000000,90.000000,A_feed_only,E1-E3,100.000000,202.113170,178.835447,178.835447,1.159209,1.409397,52.777778,-20.269860,99.797465,69.512239,172.415857
7.738000,60.000000,135.000000,A_feed_only,E1-E3,98.630137,274.338163,179.550983,179.550983,1.494118,2.777594,78.873239,-35.359033,40.068535,28.477983,85.870779
7.738000,60.000000,0.000000,A_feed_only,E2-E4,100.000000,720.000000,178.175442,898.175442,2.874741,3.980865,77.777778,-33.728509,0.000000,0.000000,0.000000
7.738000,60.000000,45.000000,A_feed_only,E2-E4,98.630137,360.000000,179.231551,539.231551,2.947000,4.599646,81.690141,-37.355707,26.615418,17.414818,139.951914
7.738000,60.000000,90.000000,A_feed_only,E2-E4,100.000000,720.000000,-179.092745,540.907255,2.000569,1.476328,98.611111,-17.116407,71.526629,53.072501,161.770972
7.738000,60.000000,135.000000,A_feed_only,E2-E4,98.630137,273.041802,174.429426,174.429426,2.780311,5.694804,67.605634,-46.356379,54.045685,44.213801,107.940618
7.738000,60.000000,0.000000,A_feed_only,E1-E2,100.000000,160.326287,13.106460,13.106460,1.341819,3.080241,75.000000,-33.560873,0.000000,0.000000,0.000000
7.738000,60.000000,45.000000,A_feed_only,E1-E2,98.630137,360.000000,157.564433,-202.435567,2.080737,3.811354,84.507042,-37.129134,109.589903,95.437156,178.187807
7.738000,60.000000,90.000000,A_feed_only,E1-E2,100.000000,360.000000,165.209400,-194.790600,1.409619,1.660278,72.222222,-22.223841,146.677560,142.177120,179.845445
7.738000,60.000000,135.000000,A_feed_only,E1-E2,98.630137,416.079820,20.168403,-339.831597,1.802006,3.355386,50.704225,-39.083094,52.350841,39.334631,160.544449
7.738000,60.000000,0.000000,A_feed_only,E2-E3,100.000000,360.000000,167.684083,527.684083,2.666200,4.703373,73.611111,-33.560873,0.000000,0.000000,0.000000
7.738000,60.000000,45.000000,A_feed_only,E2-E3,98.630137,375.855659,19.048653,19.048653,2.591203,4.480252,50.704225,-39.591031,114.351309,97.711752,172.405720
7.738000,60.000000,90.000000,A_feed_only,E2-E3,100.000000,360.000000,13.626048,373.626048,1.988435,2.058589,72.222222,-22.341350,129.730158,116.026142,178.804111
7.738000,60.000000,135.000000,A_feed_only,E2-E3,97.260274,360.000000,159.382580,519.382580,2.077330,3.349198,55.714286,-39.157199,43.697253,29.859521,160.764083
7.738000,60.000000,0.000000,A_feed_only,E3-E4,100.000000,165.641995,10.491358,10.491358,1.415700,3.498838,75.000000,-33.654381,0.000000,0.000000,0.000000
7.738000,60.000000,45.000000,A_feed_only,E3-E4,97.260274,372.515488,160.182899,520.182899,1.987368,3.430464,85.714286,-39.522467,112.983148,97.838220,174.735174
7.738000,60.000000,90.000000,A_feed_only,E3-E4,100.000000,373.791639,167.281208,527.281208,1.470406,1.710433,77.777778,-22.230692,147.657077,143.165993,179.036680
7.738000,60.000000,135.000000,A_feed_only,E3-E4,97.260274,410.052598,15.046846,375.046846,1.669526,3.239869,52.857143,-54.365242,50.328222,37.401090,164.148569
7.738000,60.000000,0.000000,A_feed_only,E4-E1,100.000000,360.000000,168.718098,-191.281902,2.743404,5.315952,75.000000,-33.654381,0.000000,0.000000,0.000000
7.738000,60.000000,45.000000,A_feed_only,E4-E1,97.260274,326.099257,23.204016,23.204016,2.391319,3.839918,51.428571,-37.287142,111.655701,95.624308,170.676757
7.738000,60.000000,90.000000,A_feed_only,E4-E1,100.000000,367.657397,13.883345,-346.116655,2.024276,2.109988,73.611111,-22.113183,130.628208,117.310297,178.398575
7.738000,60.000000,135.000000,A_feed_only,E4-E1,98.630137,360.000000,165.402170,-194.597830,2.175059,3.479470,53.521127,-54.291137,44.755826,29.554273,168.598309
7.738000,75.000000,0.000000,A_feed_only,E1-E3,100.000000,635.695052,-177.772032,-537.772032,2.545184,6.833255,54.166667,-32.621911,0.000000,0.000000,0.000000
7.738000,75.000000,45.000000,A_feed_only,E1-E3,100.000000,410.825601,177.919187,-182.080813,2.216060,5.209565,69.444444,-33.357786,74.318356,56.535450,174.013111
7.738000,75.000000,90.000000,A_feed_only,E1-E3,100.000000,77.305200,179.094583,179.094583,0.621534,0.728764,58.333333,-26.880403,111.427861,85.889488,178.146459
7.738000,75.000000,135.000000,A_feed_only,E1-E3,100.000000,283.017721,179.816459,179.816459,1.646931,3.088831,50.000000,-29.464680,67.849687,44.880831,179.983298
7.738000,75.000000,0.000000,A_feed_only,E2-E4,100.000000,720.000000,178.565152,898.565152,2.983211,3.791837,75.000000,-32.507735,0.000000,0.000000,0.000000
7.738000,75.000000,45.000000,A_feed_only,E2-E4,100.000000,720.000000,179.607440,899.607440,3.122424,5.122181,79.166667,-29.822658,17.044567,10.410882,83.885387
7.738000,75.000000,90.000000,A_feed_only,E2-E4,100.000000,720.000000,-177.498330,542.501670,2.016414,1.805206,97.222222,-15.597824,58.607867,42.214041,153.468449
7.738000,75.000000,135.000000,A_feed_only,E2-E4,100.000000,720.000000,176.727863,896.727863,2.925049,3.576571,76.388889,-22.814760,18.518372,15.093831,52.338689
7.738000,75.000000,0.000000,A_feed_only,E1-E2,97.260274,236.453453,23.639277,23.639277,1.938587,3.546746,80.000000,-42.730120,0.000000,0.000000,0.000000
7.738000,75.000000,45.000000,A_feed_only,E1-E2,98.630137,360.000000,165.727516,-194.272484,2.141346,3.823455,85.915493,-37.760367,112.512351,92.898682,179.145839
7.738000,75.000000,90.000000,A_feed_only,E1-E2,100.000000,378.429663,154.839277,-205.160723,1.841628,2.134134,75.000000,-26.262217,130.772976,124.497352,179.688458
7.738000,75.000000,135.000000,A_feed_only,E1-E2,100.000000,360.000000,12.304576,-347.695424,1.809392,2.994595,73.611111,-27.362676,55.302195,30.948207,169.050599
7.738000,75.000000,0.000000,A_feed_only,E2-E3,97.260274,360.000000,158.588690,518.588690,2.325842,4.055679,78.571429,-40.053266,0.000000,0.000000,0.000000
7.738000,75.000000,45.000000,A_feed_only,E2-E3,100.000000,335.347402,12.191671,12.191671,2.417831,4.883715,58.333333,-33.513628,116.543521,96.574462,170.856044
7.738000,75.000000,90.000000,A_feed_only,E2-E3,100.000000,362.862890,24.255306,384.255306,1.991545,2.368249,69.444444,-26.880403,118.974752,106.135304,170.233703
7.738000,75.000000,135.000000,A_feed_only,E2-E3,100.000000,360.000000,167.511884,527.511884,1.618186,1.917495,68.055556,-29.464680,51.087079,29.086172,166.603755
7.738000,75.000000,0.000000,A_feed_only,E3-E4,97.260274,236.072273,19.976461,19.976461,1.840492,3.346907,80.000000,-39.997592,0.000000,0.000000,0.000000
7.738000,75.000000,45.000000,A_feed_only,E3-E4,100.000000,720.000000,167.415768,887.415768,2.476840,4.883487,88.888889,-33.424236,115.208577,95.491570,179.866557
7.738000,75.000000,90.000000,A_feed_only,E3-E4,100.000000,395.560924,158.246364,518.246364,1.907741,2.249480,76.388889,-26.880403,132.812981,126.308340,179.229493
7.738000,75.000000,135.000000,A_feed_only,E3-E4,100.000000,360.000000,9.215979,369.215979,1.810299,3.100017,72.222222,-29.464680,53.765101,29.553980,166.081181
7.738000,75.000000,0.000000,A_feed_only,E4-E1,97.260274,492.024679,157.795571,157.795571,2.326098,4.265423,74.285714,-42.674446,0.000000,0.000000,0.000000
7.738000,75.000000,45.000000,A_feed_only,E4-E1,98.630137,364.937167,14.665045,-345.334955,2.239321,4.637716,61.971831,-37.670974,114.302507,93.789183,177.617617
7.738000,75.000000,90.000000,A_feed_only,E4-E1,100.000000,375.371061,22.659053,-337.340947,2.072193,2.440885,68.055556,-26.303773,119.800182,107.287648,171.144968
7.738000,75.000000,135.000000,A_feed_only,E4-E1,100.000000,360.000000,170.967561,-189.032439,1.734523,2.183034,66.666667,-27.362676,52.269128,29.994946,179.413919
7.738000,90.000000,0.000000,A_feed_only,E1-E3,100.000000,720.000000,176.894388,-543.105612,2.000000,5.216634,100.000000,-26.481526,0.000000,0.000000,0.000000
7.738000,90.000000,45.000000,A_feed_only,E1-E3,97.260274,360.000000,178.489426,-181.510574,1.496050,3.298190,95.714286,-40.460743,87.438770,73.640973,175.922858
7.738000,90.000000,90.000000,A_feed_only,E1-E3,98.630137,88.515080,179.321902,179.321902,0.721581,1.621421,87.323944,-35.916365,126.174294,117.994311,171.544194
7.738000,90.000000,135.000000,A_feed_only,E1-E3,97.260274,737.653294,-179.821915,-899.821915,1.668331,3.653569,71.428571,-42.031917,99.659522,84.244661,159.698516
7.738000,90.000000,0.000000,A_feed_only,E2-E4,100.000000,720.000000,178.900237,898.900237,3.035845,3.807827,76.388889,-32.353778,0.000000,0.000000,0.000000
7.738000,90.000000,45.000000,A_feed_only,E2-E4,100.000000,720.000000,-179.894849,540.105151,3.053978,3.840188,77.777778,-32.169190,5.547492,3.435469,32.289287
7.738000,90.000000,90.000000,A_feed_only,E2-E4,100.000000,496.726330,168.366038,168.366038,2.759591,5.007810,50.000000,-34.375869,53.595820,35.208589,155.709975
7.738000,90.000000,135.000000,A_feed_only,E2-E4,100.000000,720.000000,177.641934,897.641934,3.022106,4.121042,75.000000,-31.452222,5.634707,3.366299,34.862351
7.738000,90.000000,0.000000,A_feed_only,E1-E2,98.630137,720.000000,100.309660,-619.690340,2.492204,3.522750,83.098592,-37.742976,0.000000,0.000000,0.000000
7.738000,90.000000,45.000000,A_feed_only,E1-E2,98.630137,360.000000,167.248864,-192.751136,1.988165,2.872351,84.507042,-40.569457,62.189191,43.394054,166.126198
7.738000,90.000000,90.000000,A_feed_only,E1-E2,82.191781,360.000000,76.802569,-283.197431,1.586569,2.314026,84.745763,-51.036523,77.657004,66.525305,177.172727
7.738000,90.000000,135.000000,A_feed_only,E1-E2,98.630137,390.215669,10.933817,-349.066183,2.279893,3.978798,87.323944,-39.444757,96.887154,73.092363,175.993470
7.738000,90.000000,0.000000,A_feed_only,E2-E3,98.630137,310.760496,76.584729,76.584729,1.664530,3.339121,63.380282,-39.151422,0.000000,0.000000,0.000000
7.738000,90.000000,45.000000,A_feed_only,E2-E3,98.630137,323.386013,11.240562,11.240562,2.004395,3.659408,69.014085,-36.493419,64.566408,45.505722,166.192852
7.738000,90.000000,90.000000,A_feed_only,E2-E3,80.821918,360.000000,102.519333,462.519333,1.404752,1.896601,68.965517,-51.161011,60.245345,51.790101,133.100897
7.738000,90.000000,135.000000,A_feed_only,E2-E3,98.630137,320.530921,169.244268,169.244268,2.006420,3.482477,69.014085,-42.826873,98.976497,74.628517,177.607081
7.738000,90.000000,0.000000,A_feed_only,E3-E4,98.630137,720.000000,102.315509,822.315509,2.518096,3.594599,83.098592,-39.012751,0.000000,0.000000,0.000000
7.738000,90.000000,45.000000,A_feed_only,E3-E4,98.630137,360.000000,168.864589,528.864589,2.094402,3.183154,84.507042,-36.419356,63.214280,43.808782,165.952072
7.738000,90.000000,90.000000,A_feed_only,E3-E4,75.342466,323.538655,65.846705,65.846705,1.648131,2.533595,79.629630,-50.672539,74.297093,63.856359,177.843535
7.738000,90.000000,135.000000,A_feed_only,E3-E4,98.630137,390.364310,8.397667,368.397667,2.314736,4.013032,85.915493,-42.774334,100.543626,74.839774,179.851633
7.738000,90.000000,0.000000,A_feed_only,E4-E1,98.630137,314.942805,80.790103,80.790103,1.653169,3.376031,64.788732,-37.604305,0.000000,0.000000,0.000000
7.738000,90.000000,45.000000,A_feed_only,E4-E1,98.630137,360.000000,12.645985,-347.354015,1.964650,3.596406,69.014085,-40.495394,64.741495,45.675377,177.229980
7.738000,90.000000,90.000000,A_feed_only,E4-E1,76.712329,276.214385,114.831393,114.831393,1.552690,2.051657,76.363636,-50.548051,62.787445,55.052865,140.936334
7.738000,90.000000,135.000000,A_feed_only,E4-E1,98.630137,327.794436,171.424248,171.424248,2.013105,3.363934,69.014085,-39.392218,96.322923,73.674646,172.558662
7.738000,45.000000,0.000000,B_feed_only,E1-E3,97.260274,342.789314,-179.180423,-179.180423,3.095352,4.045018,54.285714,-56.759773,0.000000,0.000000,0.000000
7.738000,45.000000,45.000000,B_feed_only,E1-E3,100.000000,268.497128,179.461809,179.461809,2.435981,2.976593,52.777778,-32.522778,50.170034,40.882919,132.084580
7.738000,45.000000,90.000000,B_feed_only,E1-E3,100.000000,203.026915,178.315097,178.315097,1.873222,2.201215,54.166667,-17.004902,80.098289,67.111322,140.189275
7.738000,45.000000,135.000000,B_feed_only,E1-E3,100.000000,258.400727,-175.339070,-175.339070,1.541223,2.286832,61.111111,-12.680967,123.314716,112.061856,177.554793
7.738000,45.000000,0.000000,B_feed_only,E2-E4,100.000000,1012.132801,176.806222,-543.193778,3.622960,4.425957,61.111111,-27.302938,0.000000,0.000000,0.000000
7.738000,45.000000,45.000000,B_feed_only,E2-E4,100.000000,720.000000,173.387857,893.387857,2.335858,2.665981,72.222222,-19.893440,112.510293,100.885465,177.668822
7.738000,45.000000,90.000000,B_feed_only,E2-E4,100.000000,199.870880,178.945939,178.945939,1.974891,2.343489,51.388889,-16.263297,69.197408,56.654692,176.777168
7.738000,45.000000,135.000000,B_feed_only,E2-E4,100.000000,963.105323,177.838518,-542.161482,3.350585,4.965028,63.888889,-34.980540,55.081139,39.560807,149.110106
7.738000,45.000000,0.000000,B_feed_only,E1-E2,98.630137,169.029115,-170.535154,-170.535154,0.935087,2.118304,74.647887,-57.269640,0.000000,0.000000,0.000000
7.738000,45.000000,45.000000,B_feed_only,E1-E2,100.000000,360.000000,-110.515772,-470.515772,1.688239,2.127315,73.611111,-31.278654,110.835993,100.836181,179.931563
7.738000,45.000000,90.000000,B_feed_only,E1-E2,100.000000,60.153756,-8.732370,-8.732370,0.497388,0.798156,58.333333,-17.356439,156.480981,155.822277,179.996233
7.738000,45.000000,135.000000,B_feed_only,E1-E2,100.000000,561.137919,-62.888684,297.111316,2.117433,3.358295,61.111111,-34.980540,105.850292,101.277100,177.197589
7.738000,45.000000,0.000000,B_feed_only,E2-E3,98.630137,676.822895,-8.645270,-368.645270,3.469920,4.727621,56.338028,-35.950112,0.000000,0.000000,0.000000
7.738000,45.000000,45.000000,B_feed_only,E2-E3,100.000000,360.000000,-70.022418,289.977582,2.281135,2.906847,52.777778,-32.522778,81.657566,71.928336,174.057519
7.738000,45.000000,90.000000,B_feed_only,E2-E3,100.000000,199.719221,-172.952533,-172.952533,1.932089,2.268166,50.000000,-17.286079,124.851578,118.559875,179.508470
7.738000,45.000000,135.000000,B_feed_only,E2-E3,100.000000,474.508602,-112.450387,-472.450387,2.069865,3.099211,66.666667,-34.980540,87.319592,76.735035,178.319099
7.738000,45.000000,0.000000,B_feed_only,E3-E4,98.630137,141.480210,-174.548508,-174.548508,0.835036,1.854926,74.647887,-35.812554,0.000000,0.000000,0.000000
7.738000,45.000000,45.000000,B_feed_only,E3-E4,100.000000,360.000000,-116.589725,243.410275,1.789526,2.259829,75.000000,-32.522778,107.813083,97.541786,177.221720
7.738000,45.000000,90.000000,B_feed_only,E3-E4,100.000000,44.318774,-8.101528,-8.101528,0.386261,0.640276,61.111111,-17.117441,159.976053,159.450156,179.177220
7.738000,45.000000,135.000000,B_feed_only,E3-E4,100.000000,563.992439,-69.711095,-429.711095,2.138629,3.601847,65.277778,-33.839001,105.647052,101.166167,177.978908
7.738000,45.000000,0.000000,B_feed_only,E4-E1,98.630137,677.841639,-6.271068,353.728932,3.450799,4.753402,57.746479,-57.132083,0.000000,0.000000,0.000000
7.738000,45.000000,45.000000,B_feed_only,E4-E1,100.000000,360.000000,-62.872084,-422.872084,2.209550,2.752796,54.166667,-30.681135,78.220228,67.012036,171.782396
7.738000,45.000000,90.000000,B_feed_only,E4-E1,100.000000,203.117033,-170.213569,-170.213569,1.918945,2.259090,50.000000,-17.187800,124.690892,117.963087,178.249320
7.738000,45.000000,135.000000,B_feed_only,E4-E1,100.000000,476.344737,-114.949835,245.050165,2.041194,3.277653,66.666667,-33.839001,90.191908,79.203003,178.800617
7.738000,60.000000,0.000000,B_feed_only,E1-E3,97.260274,276.230117,-179.779746,-179.779746,1.885358,3.415284,54.285714,-36.563536,0.000000,0.000000,0.000000
7.738000,60.000000,45.000000,B_feed_only,E1-E3,100.000000,877.295212,179.133798,-540.866202,2.873862,4.742853,61.111111,-32.707052,75.129822,55.112120,178.355186
7.738000,60.000000,90.000000,B_feed_only,E1-E3,100.000000,173.274259,177.607372,177.607372,1.503715,1.857283,54.166667,-14.564495,95.400653,79.669365,154.539056
7.738000,60.000000,135.000000,B_feed_only,E1-E3,100.000000,720.000000,-174.546528,545.453472,2.000000,1.561579,100.000000,-10.890858,97.268022,84.817412,174.083587
7.738000,60.000000,0.000000,B_feed_only,E2-E4,100.000000,1100.096940,176.109613,-543.890387,4.111650,4.444308,61.111111,-23.881466,0.000000,0.000000,0.000000
7.738000,60.000000,45.000000,B_feed_only,E2-E4,100.000000,981.927783,-177.921463,-897.921463,3.455154,5.230083,66.666667,-32.505710,102.097321,83.345102,175.672109
7.738000,60.000000,90.000000,B_feed_only,E2-E4,100.000000,343.299011,178.470403,178.470403,2.399533,3.001404,58.333333,-25.180073,50.262506,34.750366,178.099602
7.738000,60.000000,135.000000,B_feed_only,E2-E4,100.000000,358.472415,177.553560,177.553560,3.228756,4.473240,51.388889,-30.677114,51.131649,28.564458,171.980719
7.738000,60.000000,0.000000,B_feed_only,E1-E2,97.260274,472.207064,-169.498481,190.501519,1.601378,2.752219,62.857143,-36.370164,0.000000,0.000000,0.000000
7.738000,60.000000,45.000000,B_feed_only,E1-E2,97.260274,267.580822,-19.514146,-19.514146,1.535033,2.927197,51.428571,-38.884969,121.926227,114.322490,165.502333
7.738000,60.000000,90.000000,B_feed_only,E1-E2,100.000000,187.144620,-9.647780,-9.647780,1.120060,1.408449,58.333333,-25.180073,139.452493,134.011261,178.136424
7.738000,60.000000,135.000000,B_feed_only,E1-E2,100.000000,366.989214,-159.394347,200.605653,1.682140,2.357156,75.000000,-30.044897,69.427539,56.554721,172.214138
7.738000,60.000000,0.000000,B_feed_only,E2-E3,100.000000,659.312396,-10.281266,-370.281266,3.177854,4.471234,55.555556,-34.558596,0.000000,0.000000,0.000000
7.738000,60.000000,45.000000,B_feed_only,E2-E3,97.260274,927.807775,-161.352056,-881.352056,2.919899,3.525216,64.285714,-38.950647,118.357152,107.214550,178.529338
7.738000,60.000000,90.000000,B_feed_only,E2-E3,100.000000,218.350732,-172.744849,-172.744849,1.968554,2.424035,56.944444,-25.180073,135.325670,128.408686,179.292283
7.738000,60.000000,135.000000,B_feed_only,E2-E3,100.000000,360.000000,-15.152182,344.847818,2.209024,2.745714,58.333333,-30.044897,65.846212,50.710309,171.480644
7.738000,60.000000,0.000000,B_feed_only,E3-E4,100.000000,465.246869,-173.609121,-533.609121,1.853266,3.384053,62.500000,-34.558596,0.000000,0.000000,0.000000
7.738000,60.000000,45.000000,B_feed_only,E3-E4,97.260274,261.097405,-16.569407,-16.569407,1.490654,2.775197,51.428571,-41.041782,127.460612,119.451930,164.008935
7.738000,60.000000,90.000000,B_feed_only,E3-E4,100.000000,185.266097,-8.784749,-8.784749,1.110235,1.335716,55.555556,-23.865299,141.925731,135.383465,178.487141
7.738000,60.000000,135.000000,B_feed_only,E3-E4,100.000000,365.214443,-167.294259,-527.294259,1.653374,2.225604,77.777778,-30.544257,72.859870,59.085304,171.632281
7.738000,60.000000,0.000000,B_feed_only,E4-E1,97.260274,314.116835,-6.611133,-6.611133,2.942481,4.020626,54.285714,-36.370164,0.000000,0.000000,0.000000
7.738000,60.000000,45.000000,B_feed_only,E4-E1,97.260274,737.533384,-162.564392,197.435608,2.915960,3.705559,62.857143,-40.976105,120.497190,111.225612,179.492589
7.738000,60.000000,90.000000,B_feed_only,E4-E1,100.000000,220.868317,-168.822623,-168.822623,1.939825,2.363116,54.166667,-23.865299,137.164038,130.953744,179.852402
7.738000,60.000000,135.000000,B_feed_only,E4-E1,100.000000,360.000000,-18.159213,-378.159213,2.166298,2.629804,58.333333,-30.544257,65.511769,50.225173,170.846950
7.738000,75.000000,0.000000,B_feed_only,E1-E3,100.000000,140.481983,179.805057,179.805057,0.791187,1.064772,62.500000,-29.707498,0.000000,0.000000,0.000000
7.738000,75.000000,45.000000,B_feed_only,E1-E3,100.000000,801.809239,178.773996,-541.226004,2.454496,3.544933,52.777778,-25.652996,68.859150,45.285053,177.998053
7.738000,75.000000,90.000000,B_feed_only,E1-E3,100.000000,238.162104,176.189520,176.189520,1.482983,2.451441,58.333333,-16.410051,101.749562,84.841255,172.313218
7.738000,75.000000,135.000000,B_feed_only,E1-E3,100.000000,720.000000,-178.058103,541.941897,2.000000,0.964829,100.000000,-15.871439,79.586131,59.857443,177.073383
7.738000,75.000000,0.000000,B_feed_only,E2-E4,100.000000,1134.473748,174.489396,-545.510604,4.302632,4.620977,61.111111,-18.933012,0.000000,0.000000,0.000000
7.738000,75.000000,45.000000,B_feed_only,E2-E4,100.000000,498.649702,179.787284,179.787284,2.770276,3.194142,52.777778,-17.765041,88.338176,66.080889,167.483758
7.738000,75.000000,90.000000,B_feed_only,E2-E4,100.000000,456.865442,178.128933,178.128933,2.682573,3.271928,59.722222,-20.150906,96.007335,68.838833,179.943006
7.738000,75.000000,135.000000,B_feed_only,E2-E4,100.000000,439.058839,177.231883,177.231883,3.200066,4.011864,58.333333,-26.177328,79.532299,56.672505,178.243560
7.738000,75.000000,0.000000,B_feed_only,E1-E2,100.000000,548.115427,-163.424881,196.575119,2.382512,3.238027,56.944444,-29.584291,0.000000,0.000000,0.000000
7.738000,75.000000,45.000000,B_feed_only,E1-E2,100.000000,360.000000,-10.555025,-370.555025,1.344410,1.570469,70.833333,-24.110495,124.186231,117.053432,177.566125
7.738000,75.000000,90.000000,B_feed_only,E1-E2,100.000000,319.935548,-15.280257,-15.280257,1.825444,2.326074,56.944444,-25.024826,132.118838,128.379974,177.063038
7.738000,75.000000,135.000000,B_feed_only,E1-E2,100.000000,495.290909,-168.728833,191.271167,1.968192,2.519046,58.333333,-26.177328,71.035504,49.912489,174.155341
7.738000,75.000000,0.000000,B_feed_only,E2-E3,100.000000,624.005032,-16.770061,-376.770061,2.691128,3.512741,52.777778,-27.166082,0.000000,0.000000,0.000000
7.738000,75.000000,45.000000,B_feed_only,E2-E3,100.000000,654.986777,-170.670979,-530.670979,2.638815,3.339121,50.000000,-25.652996,121.448473,109.081914,176.750879
7.738000,75.000000,90.000000,B_feed_only,E2-E3,100.000000,244.551710,-168.530223,-168.530223,2.132548,2.663340,58.333333,-23.512184,123.889167,114.532670,177.375749
7.738000,75.000000,135.000000,B_feed_only,E2-E3,100.000000,360.000000,-9.329270,350.670730,1.972350,2.310716,76.388889,-26.177328,64.947690,46.146198,170.599615
7.738000,75.000000,0.000000,B_feed_only,E3-E4,100.000000,533.619017,-168.740542,-528.740542,2.320348,3.052933,55.555556,-27.937404,0.000000,0.000000,0.000000
